تاریخ,ساعت,مسابقات,فصل,عنوان,حریف,گل زده,گل خورده,تفاضل گل,امتیاز,بازی در خانه,لینک بازی
1393/09/11,15:00,لیگ برتر ایران,1393-1394,هفته 16,فولاد,2,3,-1,0,0,https://video.varzesh3.com/video/66321/
1393/09/20,15:00,لیگ برتر ایران,1393-1394,هفته 17,ذوب آهن,2,1,1,3,1,https://video.varzesh3.com/video/67397/
1393/11/10,15:00,لیگ برتر ایران,1393-1394,هفته 18,ملوان,0,0,0,1,0,https://video.varzesh3.com/video/71143/
1393/11/17,16:00,لیگ برتر ایران,1393-1394,هفته 19,شهرخودرو مشهد,1,3,-2,0,1,https://video.varzesh3.com/video/71826/
1392/08/17,15:15,لیگ برتر ایران,1392-1393,هفته 15,استقلال,1,1,0,1,1,
1392/09/08,15:00,لیگ برتر ایران,1392-1393,هفته 16,پرسپولیس,1,0,1,3,1,
1392/09/15,15:00,لیگ برتر ایران,1392-1393,هفته 17,گسترش فولاد,2,1,1,3,0,
1392/09/22,15:30,لیگ برتر ایران,1392-1393,هفته 18,ذوب آهن,2,2,0,1,1,
1392/09/29,15:00,لیگ برتر ایران,1392-1393,هفته 19,سپاهان,1,2,-1,0,1,
1392/10/03,15:00,لیگ برتر ایران,1392-1393,هفته 20,مس کرمان,1,1,0,1,0,
1392/10/08,14:25,جام حذفی ایران,92-93,يک هشتم نهايي,نفت مسجدسلیمان,2,0,2,3,0,
1392/10/14,14:30,لیگ برتر ایران,1392-1393,هفته 21,فجر سپاسی,0,0,0,1,1,
1392/10/21,14:30,لیگ برتر ایران,1392-1393,هفته 22,سایپا,3,3,0,1,0,
1392/10/26,14:30,لیگ برتر ایران,1392-1393,هفته 23,صبای قم,1,1,0,1,1,
1392/11/01,14:00,جام حذفی ایران,92-93,يک چهارم نهايي,راه‌آهن,2,0,2,3,0,
1392/11/06,14:30,لیگ برتر ایران,1392-1393,هفته 24,ملوان,1,1,0,1,0,
1392/11/11,16:00,لیگ برتر ایران,1392-1393,هفته 25,داماش گیلان,0,0,0,1,1,
1392/11/15,14:30,جام حذفی ایران,92-93,نيمه نهايي,فولاد,1,0,1,3,1,
1392/11/20,15:00,لیگ برتر ایران,1392-1393,هفته 26,نفت تهران,0,3,-3,0,0,
1392/11/25,16:10,جام حذفی ایران,92-93,فينال,مس کرمان,1,0,1,3,0,
1392/12/01,16:30,لیگ برتر ایران,1392-1393,هفته 27,راه‌آهن,0,3,-3,0,1,
1393/01/07,17:30,لیگ برتر ایران,1392-1393,هفته 28,فولاد,1,2,-1,0,0,
1393/01/17,17:30,لیگ برتر ایران,1392-1393,هفته 29,استقلال خوزستان,1,0,1,3,1,
1393/01/22,19:00,لیگ برتر ایران,1392-1393,هفته 30,استقلال,3,1,2,3,0,
1391/12/28,15:30,لیگ برتر ایران,1391-1392,هفته 30,سپاهان,1,3,-2,0,1,
1392/01/08,17:00,لیگ برتر ایران,1391-1392,هفته 31,داماش گیلان,2,1,1,3,0,
1392/01/26,19:00,لیگ برتر ایران,1391-1392,هفته 32,فولاد,1,1,0,1,1,
1392/02/15,18:00,لیگ برتر ایران,1391-1392,هفته 33,آلومینیوم هرمزگان,2,1,1,3,0,
1392/02/20,18:00,لیگ برتر ایران,1391-1392,هفته 34,پرسپولیس,3,1,2,3,1,
1392/05/02,22:15,لیگ برتر ایران,1392-1393,هفته 1,پرسپولیس,0,1,-1,0,0,
1392/05/10,22:00,لیگ برتر ایران,1392-1393,هفته 2,گسترش فولاد,1,1,0,1,1,
1392/05/15,22:00,لیگ برتر ایران,1392-1393,هفته 3,ذوب آهن,4,2,2,3,0,
1392/05/20,19:45,لیگ برتر ایران,1392-1393,هفته 4,سپاهان,1,0,1,3,0,
1392/05/25,19:00,لیگ برتر ایران,1392-1393,هفته 5,مس کرمان,0,0,0,1,1,
1392/06/01,19:30,لیگ برتر ایران,1392-1393,هفته 6,فجر سپاسی,0,0,0,1,0,
1392/06/08,19:30,لیگ برتر ایران,1392-1393,هفته 7,سایپا,1,0,1,3,1,
1392/06/14,18:45,لیگ برتر ایران,1392-1393,هفته 8,صبای قم,3,1,2,3,0,
1392/06/21,18:00,لیگ برتر ایران,1392-1393,هفته 9,ملوان,2,2,0,1,1,
1392/06/29,17:15,لیگ برتر ایران,1392-1393,هفته 10,داماش گیلان,0,1,-1,0,0,
1392/07/05,16:30,لیگ برتر ایران,1392-1393,هفته 11,نفت تهران,1,0,1,3,1,
1392/07/11,16:00,لیگ برتر ایران,1392-1393,هفته 12,راه‌آهن,2,1,1,3,0,
1392/07/26,15:45,لیگ برتر ایران,1392-1393,هفته 13,فولاد,2,2,0,1,1,
1392/08/05,15:30,لیگ برتر ایران,1392-1393,هفته 14,استقلال خوزستان,4,1,3,3,0,
1392/08/12,15:00,جام حذفی ایران,92-93,يک شانزدهم,ماشین سازی تبریز,3,0,3,3,0,
1391/07/05,17:15,لیگ برتر ایران,1391-1392,هفته 10,فجر سپاسی,0,1,-1,0,0,
1391/07/10,17:15,لیگ برتر ایران,1391-1392,هفته 11,نفت تهران,1,1,0,1,0,
1391/07/29,15:00,لیگ برتر ایران,1391-1392,هفته 12,استقلال,2,0,2,3,1,
1391/08/04,16:00,لیگ برتر ایران,1391-1392,هفته 13,سپاهان,4,1,3,3,0,
1391/08/09,15:30,لیگ برتر ایران,1391-1392,هفته 14,داماش گیلان,2,2,0,1,1,
1391/08/28,16:40,لیگ برتر ایران,1391-1392,هفته 15,فولاد,2,3,-1,0,0,
1391/09/08,15:00,لیگ برتر ایران,1391-1392,هفته 16,آلومینیوم هرمزگان,1,1,0,1,1,
1391/09/13,17:30,لیگ برتر ایران,1391-1392,هفته 17,پرسپولیس,1,0,1,3,0,
1391/09/24,14:15,جام حذفی ایران,91-92,يك شانزدهم,آلومینیوم هرمزگان,3,0,3,3,1,
1391/09/30,14:00,جام حذفی ایران,91-92,يک هشتم,داماش گیلان,5,6,-1,0,0,
1391/10/06,15:00,لیگ برتر ایران,1391-1392,هفته 18,سایپا,2,2,0,1,0,
1391/10/11,15:00,لیگ برتر ایران,1391-1392,هفته 19,پیکان,1,0,1,3,1,
1391/10/16,15:00,لیگ برتر ایران,1391-1392,هفته 20,مس کرمان,3,1,2,3,0,
1391/10/24,15:30,لیگ برتر ایران,1391-1392,هفته 21,راه‌آهن,3,0,3,3,1,
1391/10/29,15:30,لیگ برتر ایران,1391-1392,هفته 22,صنعت نفت آبادان,1,0,1,3,0,
1391/11/05,15:30,لیگ برتر ایران,1391-1392,هفته 23,ذوب آهن,1,1,0,1,1,
1391/11/10,15:30,لیگ برتر ایران,1391-1392,هفته 24,صبای قم,0,0,0,1,0,
1391/11/20,15:30,لیگ برتر ایران,1391-1392,هفته 25,ملوان,1,0,1,3,1,
1391/11/29,15:00,لیگ برتر ایران,1391-1392,هفته 26,گهر دورود,2,1,1,3,0,
1391/12/03,16:00,لیگ برتر ایران,1391-1392,هفته 27,فجر سپاسی,3,1,2,3,1,
1391/12/14,16:00,لیگ برتر ایران,1391-1392,هفته 28,نفت تهران,2,1,1,3,1,
1391/12/18,17:30,لیگ برتر ایران,1391-1392,هفته 29,استقلال,0,1,-1,0,0,
1390/10/25,15:00,لیگ برتر ایران,1390-1391,هفته 20,شاهین بوشهر,3,0,3,3,0,
1390/10/29,15:00,لیگ برتر ایران,1390-1391,هفته 21,داماش گیلان,3,1,2,3,1,
1390/11/05,15:00,لیگ برتر ایران,1390-1391,هفته 22,شهرداری تبریز,1,0,1,3,0,
1390/11/09,15:30,لیگ برتر ایران,1390-1391,هفته 23,استقلال,0,2,-2,0,1,
1390/11/14,15:30,لیگ برتر ایران,1390-1391,هفته 24,نفت تهران,1,1,0,1,0,
1390/11/19,15:30,لیگ برتر ایران,1390-1391,هفته 25,صنعت نفت آبادان,4,1,3,3,1,
1390/11/26,15:30,لیگ برتر ایران,1390-1391,هفته 26,مس کرمان,0,1,-1,0,0,
1390/12/22,15:15,لیگ برتر ایران,1390-1391,هفته 27,سپاهان,1,0,1,3,1,
1390/12/27,16:00,لیگ برتر ایران,1390-1391,هفته 28,سایپا,1,0,1,3,0,
1391/01/18,17:00,لیگ برتر ایران,1390-1391,هفته 29,فجر سپاسی,0,0,0,1,1,
1391/01/25,17:00,لیگ برتر ایران,1390-1391,هفته 30,فولاد,2,0,2,3,1,
1391/02/03,17:00,لیگ برتر ایران,1390-1391,هفته 31,راه‌آهن,1,0,1,3,0,
1391/02/07,16:30,لیگ برتر ایران,1390-1391,هفته 32,پرسپولیس,4,1,3,3,1,
1391/02/17,17:00,لیگ برتر ایران,1390-1391,هفته 33,شهرخودرو مشهد,0,0,0,1,0,
1391/02/22,19:20,لیگ برتر ایران,1390-1391,هفته 34,ملوان,2,0,2,3,1,
1391/04/30,20:15,لیگ برتر ایران,1391-1392,هفته 1,سایپا,0,0,0,1,1,
1391/05/04,22:00,لیگ برتر ایران,1391-1392,هفته 2,پیکان,1,1,0,1,0,
1391/05/10,22:00,لیگ برتر ایران,1391-1392,هفته 3,مس کرمان,2,1,1,3,1,
1391/05/16,22:00,لیگ برتر ایران,1391-1392,هفته 4,راه‌آهن,1,0,1,3,0,
1391/05/29,19:40,لیگ برتر ایران,1391-1392,هفته 5,صنعت نفت آبادان,3,2,1,3,1,
1391/06/03,19:00,لیگ برتر ایران,1391-1392,هفته 6,ذوب آهن,1,3,-2,0,0,
1391/06/08,17:30,لیگ برتر ایران,1391-1392,هفته 7,صبای قم,0,0,0,1,1,
1391/06/25,18:45,لیگ برتر ایران,1391-1392,هفته 8,ملوان,1,1,0,1,0,
1391/06/31,16:30,لیگ برتر ایران,1391-1392,هفته 9,گهر دورود,5,0,5,3,1,
1390/02/02,18:00,لیگ برتر ایران,1389-1390,هفته 31,پیکان,2,1,1,3,0,
1390/02/11,18:00,لیگ برتر ایران,1389-1390,هفته 32,صبای قم,1,2,-1,0,1,
1390/02/25,18:00,لیگ برتر ایران,1389-1390,هفته 33,سایپا,2,2,0,1,1,
1390/02/30,18:00,لیگ برتر ایران,1389-1390,هفته 34,صنعت نفت آبادان,3,1,2,3,0,
1390/05/11,22:00,لیگ برتر ایران,1390-1391,هفته 1,صبای قم,2,3,-1,0,1,
1390/05/16,22:00,لیگ برتر ایران,1390-1391,هفته 2,ذوب آهن,1,0,1,3,0,
1390/05/20,22:00,لیگ برتر ایران,1390-1391,هفته 3,شاهین بوشهر,1,0,1,3,1,
1390/05/26,22:00,لیگ برتر ایران,1390-1391,هفته 4,داماش گیلان,3,2,1,3,0,
1390/06/03,22:00,لیگ برتر ایران,1390-1391,هفته 5,شهرداری تبریز,5,1,4,3,1,
1390/06/18,18:45,لیگ برتر ایران,1390-1391,هفته 6,استقلال,3,2,1,3,0,
1390/06/24,18:50,لیگ برتر ایران,1390-1391,هفته 7,نفت تهران,1,2,-1,0,1,
1390/07/03,18:45,لیگ برتر ایران,1390-1391,هفته 8,صنعت نفت آبادان,3,3,0,1,0,
1390/07/08,17:45,لیگ برتر ایران,1390-1391,هفته 9,مس کرمان,3,1,2,3,1,
1390/07/22,16:00,لیگ برتر ایران,1390-1391,هفته 10,سپاهان,1,2,-1,0,0,
1390/07/29,16:00,لیگ برتر ایران,1390-1391,هفته 11,سایپا,2,2,0,1,1,
1390/08/03,14:25,جام حذفی ایران,90-91,يک شانزدهم,شهرداری یاسوج,3,4,-1,0,0,
1390/08/07,16:00,لیگ برتر ایران,1390-1391,هفته 12,فجر سپاسی,2,1,1,3,0,
1390/08/27,16:45,لیگ برتر ایران,1390-1391,هفته 13,فولاد,1,2,-1,0,0,
1390/09/03,14:45,لیگ برتر ایران,1390-1391,هفته 14,راه‌آهن,1,1,0,1,1,
1390/09/11,15:00,لیگ برتر ایران,1390-1391,هفته 15,پرسپولیس,1,0,1,3,0,
1390/09/18,15:00,لیگ برتر ایران,1390-1391,هفته 16,شهرخودرو مشهد,0,0,0,1,1,
1390/09/25,15:00,لیگ برتر ایران,1390-1391,هفته 17,ملوان,0,0,0,1,0,
1390/10/16,15:00,لیگ برتر ایران,1390-1391,هفته 18,صبای قم,2,2,0,1,0,
1390/10/20,15:00,لیگ برتر ایران,1390-1391,هفته 19,ذوب آهن,2,1,1,3,1,
1389/07/18,16:00,لیگ برتر ایران,1389-1390,هفته 10,نفت تهران,3,1,2,3,1,
1389/07/23,18:15,لیگ برتر ایران,1389-1390,هفته 11,فولاد,1,1,0,1,0,
1389/07/27,14:00,جام حذفی ایران,89-90,یک شانزدهم نهایی,فجر سپاسی,3,0,3,3,1,
1389/08/02,15:30,لیگ برتر ایران,1389-1390,هفته 12,استقلال,1,1,0,1,1,
1389/08/07,15:30,لیگ برتر ایران,1389-1390,هفته 13,سپاهان,0,1,-1,0,0,
1389/08/13,15:00,لیگ برتر ایران,1389-1390,هفته 14,پیکان,2,1,1,3,1,
1389/08/20,15:00,لیگ برتر ایران,1389-1390,هفته 15,صبای قم,0,0,0,1,0,
1389/08/30,14:00,جام حذفی ایران,89-90,یک هشتم نهایی,شهرداری تبریز,5,2,3,3,0,
1389/09/07,15:00,لیگ برتر ایران,1389-1390,هفته 16,سایپا,1,1,0,1,0,
1389/09/12,15:00,لیگ برتر ایران,1389-1390,هفته 17,صنعت نفت آبادان,3,1,2,3,1,
1389/09/18,15:00,لیگ برتر ایران,1389-1390,هفته 18,پرسپولیس,1,0,1,3,1,
1389/09/22,14:00,جام حذفی ایران,89-90,یک چهارم نهایی,ملوان,0,0,0,1,1,
1389/09/28,15:00,لیگ برتر ایران,1389-1390,هفته 19,راه‌آهن,1,0,1,3,0,
1389/10/02,15:00,لیگ برتر ایران,1389-1390,هفته 20,شهرداری تبریز,1,0,1,3,1,
1389/10/15,15:00,لیگ برتر ایران,1389-1390,هفته 21,پاس همدان,0,0,0,1,0,
1389/11/24,15:00,لیگ برتر ایران,1389-1390,هفته 22,شاهین بوشهر,2,1,1,3,1,
1389/11/29,15:00,لیگ برتر ایران,1389-1390,هفته 23,ملوان,0,2,-2,0,0,
1389/12/06,16:15,لیگ برتر ایران,1389-1390,هفته 24,استیل آذین,3,0,3,3,1,
1389/12/15,16:15,لیگ برتر ایران,1389-1390,هفته 25,ذوب آهن,0,0,0,1,0,
1389/12/21,16:15,لیگ برتر ایران,1389-1390,هفته 26,مس کرمان,1,0,1,3,1,
1389/12/27,16:30,لیگ برتر ایران,1389-1390,هفته 27,نفت تهران,1,1,0,1,0,
1390/01/11,17:00,لیگ برتر ایران,1389-1390,هفته 28,فولاد,1,1,0,1,1,
1390/01/21,19:00,لیگ برتر ایران,1389-1390,هفته 29,استقلال,2,1,1,3,0,
1390/01/26,17:00,لیگ برتر ایران,1389-1390,هفته 30,سپاهان,1,3,-2,0,1,
1388/10/02,14:00,لیگ برتر ایران,1388-1389,هفته 21,راه‌آهن,0,0,0,1,0,
1388/10/20,15:00,لیگ برتر ایران,1388-1389,هفته 22,پیکان,1,0,1,3,1,
1388/10/25,15:15,لیگ برتر ایران,1388-1389,هفته 23,استقلال,2,2,0,1,0,
1388/11/02,14:45,لیگ برتر ایران,1388-1389,هفته 24,مقاومت شیراز,0,0,0,1,1,
1388/11/08,15:15,لیگ برتر ایران,1388-1389,هفته 25,فولاد,1,1,0,1,0,
1388/11/13,15:15,لیگ برتر ایران,1388-1389,هفته 26,ملوان,2,1,1,3,1,
1388/11/20,14:00,جام حذفی ایران,88-89,یک شانزدهم,گسترش فولاد,2,3,-1,0,0,
1388/11/30,15:15,لیگ برتر ایران,1388-1389,هفته 27,سایپا,0,1,-1,0,0,
1388/12/15,15:30,لیگ برتر ایران,1388-1389,هفته 28,سپاهان,1,1,0,1,1,
1388/12/21,15:45,لیگ برتر ایران,1388-1389,هفته 29,استیل آذین,2,1,1,3,1,
1389/01/15,16:45,لیگ برتر ایران,1388-1389,هفته 30,ابومسلم,0,3,-3,0,0,
1389/01/27,17:00,لیگ برتر ایران,1388-1389,هفته 31,پرسپولیس,1,1,0,1,1,
1389/02/12,18:00,لیگ برتر ایران,1388-1389,هفته 32,مس کرمان,2,3,-1,0,0,
1389/02/16,18:00,لیگ برتر ایران,1388-1389,هفته 33,استقلال اهواز,2,1,1,3,1,
1389/02/28,17:15,لیگ برتر ایران,1388-1389,هفته 34,پاس همدان,1,1,0,1,0,
1389/05/05,19:40,لیگ برتر ایران,1389-1390,هفته 1,پرسپولیس,0,1,-1,0,0,
1389/05/10,17:30,لیگ برتر ایران,1389-1390,هفته 2,راه‌آهن,3,1,2,3,1,
1389/05/14,17:30,لیگ برتر ایران,1389-1390,هفته 3,شهرداری تبریز,1,1,0,1,0,
1389/05/23,21:45,لیگ برتر ایران,1389-1390,هفته 4,پاس همدان,0,1,-1,0,1,
1389/05/27,21:30,لیگ برتر ایران,1389-1390,هفته 5,شاهین بوشهر,0,0,0,1,0,
1389/06/01,21:30,لیگ برتر ایران,1389-1390,هفته 6,ملوان,2,0,2,3,1,
1389/06/06,21:30,لیگ برتر ایران,1389-1390,هفته 7,استیل آذین,1,0,1,3,0,
1389/06/19,17:00,لیگ برتر ایران,1389-1390,هفته 8,ذوب آهن,1,2,-1,0,1,
1389/06/26,18:15,لیگ برتر ایران,1389-1390,هفته 9,مس کرمان,1,1,0,1,0,
1386/09/01,14:00,جام حذفی ایران,86-87,یک شانزدهم,صبای قم,0,4,-4,0,0,
1387/10/10,14:00,جام حذفی ایران,87-88,یک شانزدهم,پیکان,1,0,1,3,0,
1387/12/18,14:00,جام حذفی ایران,87-88,یک هشتم نهایی,استیل آذین,2,2,0,1,1,
1388/02/16,14:00,جام حذفی ایران,87-88,یک چهارم نهایی,راه‌آهن,0,1,-1,0,1,
1388/05/16,19:30,لیگ برتر ایران,1388-1389,هفته 1,صبای قم,1,2,-1,0,0,
1388/05/24,17:00,لیگ برتر ایران,1388-1389,هفته 2,ذوب آهن,0,0,0,1,1,
1388/05/30,17:45,لیگ برتر ایران,1388-1389,هفته 3,شاهین شهرداری بوشهر,4,2,2,3,0,
1388/06/06,21:30,لیگ برتر ایران,1388-1389,هفته 4,راه‌آهن,2,1,1,3,1,
1388/06/16,21:00,لیگ برتر ایران,1388-1389,هفته 5,پیکان,0,1,-1,0,0,
1388/06/22,21:30,لیگ برتر ایران,1388-1389,هفته 6,استقلال,1,1,0,1,1,
1388/06/29,18:30,لیگ برتر ایران,1388-1389,هفته 7,مقاومت شیراز,2,2,0,1,0,
1388/07/03,15:00,لیگ برتر ایران,1388-1389,هفته 8,فولاد,1,0,1,3,1,
1388/07/10,17:15,لیگ برتر ایران,1388-1389,هفته 9,ملوان,1,1,0,1,0,
1388/07/14,14:45,لیگ برتر ایران,1388-1389,هفته 10,سایپا,1,2,-1,0,1,
1388/07/19,14:15,لیگ برتر ایران,1388-1389,هفته 11,سپاهان,1,3,-2,0,0,
1388/07/25,14:45,لیگ برتر ایران,1388-1389,هفته 12,استیل آذین,2,2,0,1,0,
1388/07/30,14:30,لیگ برتر ایران,1388-1389,هفته 13,ابومسلم,1,0,1,3,1,
1388/08/04,16:40,لیگ برتر ایران,1388-1389,هفته 14,پرسپولیس,1,2,-1,0,0,
1388/08/10,14:15,لیگ برتر ایران,1388-1389,هفته 15,مس کرمان,1,0,1,3,1,
1388/08/15,15:45,لیگ برتر ایران,1388-1389,هفته 16,استقلال اهواز,3,2,1,3,0,
1388/09/06,14:00,لیگ برتر ایران,1388-1389,هفته 17,پاس همدان,2,2,0,1,1,
1388/09/13,14:00,لیگ برتر ایران,1388-1389,هفته 18,صبای قم,3,1,2,3,1,
1388/09/20,14:00,لیگ برتر ایران,1388-1389,هفته 19,ذوب آهن,0,1,-1,0,0,
1388/09/27,14:00,لیگ برتر ایران,1388-1389,هفته 20,شاهین شهرداری بوشهر,1,1,0,1,1,
1380/09/02,17:00,لیگ برتر ایران,1380-1381,هفته 3,استقلال,0,4,-4,0,0,
1380/09/06,16:30,لیگ برتر ایران,1380-1381,هفته 4,سپاهان,0,0,0,1,1,
1380/09/18,14:30,لیگ برتر ایران,1380-1381,هفته 5,ذوب آهن,0,2,-2,0,1,
1380/09/26,16:00,لیگ برتر ایران,1380-1381,هفته 6,ابومسلم,1,2,-1,0,0,
1380/10/06,16:00,لیگ برتر ایران,1380-1381,هفته 7,استقلال رشت,0,0,0,1,1,
1380/10/13,14:30,لیگ برتر ایران,1380-1381,هفته 8,پیکان,0,0,0,1,0,
1380/10/27,14:30,لیگ برتر ایران,1380-1381,هفته 9,سایپا,0,0,0,1,1,
1380/11/05,14:30,لیگ برتر ایران,1380-1381,هفته 10,ملوان,0,3,-3,0,0,
1380/11/12,14:30,لیگ برتر ایران,1380-1381,هفته 11,فجر سپاسی,0,0,0,1,1,
1380/11/26,14:30,لیگ برتر ایران,1380-1381,هفته 12,برق شیراز,0,1,-1,0,0,
1380/12/04,15:00,لیگ برتر ایران,1380-1381,هفته 13,فولاد,0,3,-3,0,1,
1380/12/16,15:00,لیگ برتر ایران,1380-1381,هفته 14,پاس همدان,1,1,0,1,1,
1380/12/21,15:00,لیگ برتر ایران,1380-1381,هفته 15,پرسپولیس,1,2,-1,0,0,
1380/12/26,14:30,لیگ برتر ایران,1380-1381,هفته 16,استقلال,0,1,-1,0,1,
1381/01/26,16:00,لیگ برتر ایران,1380-1381,هفته 17,سپاهان,1,0,1,3,0,
1381/02/01,16:00,لیگ برتر ایران,1380-1381,هفته 18,ذوب آهن,0,1,-1,0,0,
1381/02/06,16:00,لیگ برتر ایران,1380-1381,هفته 19,ابومسلم,4,1,3,3,1,
1381/02/10,16:00,لیگ برتر ایران,1380-1381,هفته 20,استقلال رشت,0,2,-2,0,0,
1381/02/14,16:30,لیگ برتر ایران,1380-1381,هفته 21,پیکان,1,2,-1,0,1,
1381/02/19,15:30,لیگ برتر ایران,1380-1381,هفته 22,سایپا,0,2,-2,0,0,
1381/02/24,16:00,لیگ برتر ایران,1380-1381,هفته 23,ملوان,2,2,0,1,1,
1381/02/29,16:00,لیگ برتر ایران,1380-1381,هفته 24,فجر سپاسی,1,1,0,1,0,
1381/03/03,16:30,لیگ برتر ایران,1380-1381,هفته 25,برق شیراز,0,3,-3,0,1,
1381/03/07,17:00,لیگ برتر ایران,1380-1381,هفته 26,فولاد,0,2,-2,0,0,
1380/08/11,13:00,لیگ برتر ایران,1380-1381,هفته 1,پاس همدان,0,0,0,1,0,
1380/08/28,16:00,لیگ برتر ایران,1380-1381,هفته 2,پرسپولیس,0,1,-1,0,1,
